Name,Age,Mobile_Number,Password,Occupation,Location,Daily_Usage_GB,Daily_Usage_MB,Data_Limit_GB,Device_Type,Monthly_Usage_GB,Network_Package,Package_Cost,Preferred_Network,SIM_Type
Prissila ,54,6232030841,Priss@665,Freelancer,Krishnagiri,1.82,1863.68,2.5,Tablet,54.6,Entertainment+ Data,499,5G,VI
Sameera,44,7150778435,Samee#681,Unemployed,Dharmapuri,1.74,1781.76,2.5,Tablet,52.2,Entertainment+ Data,499,4G,VI
Kandiz,42,7612884561,Kandi_605,Teacher,Pudukkottai,4.01,4106.24,1,Smartphone,120.3,Standard Plan,199,4G,BSNL
Isha,67,8539749421,Ishaf@440,Retiree,Theni,0.97,993.28,2.5,Smartphone,29.1,Entertainment+ Data,499,4G,VI
Sebha,31,7711989104,Sebh@234,Doctor,Thiruvarur,2.61,2672.64,2,Television,78.3,Unlimited+ OTT,399,4G,Jio
Pavitha,58,8201463336,Pavit108,Student,Villupuram,1.75,1792,1.5,Smartphone,52.5,Basic+ Calls,299,5G,Airtel
Vidhu,48,6904260920,Vidhu_358,Student,Thiruvarur,3.68,3768.32,1,Laptop,110.4,Standard Plan,199,4G,BSNL
Jaya,39,7536057183,Jaya#705,Freelancer,Coimbatore,0.28,286.72,1,Television,8.4,Standard Plan,199,5G,BSNL
Jason,34,6761440791,Jason_694,Unemployed,Dharmapuri,3.16,3235.84,1,Laptop,94.8,Standard Plan,199,4G,BSNL
Prakash,36,8133980066,Praka83,Retiree,Tirunelveli,0.52,532.48,1.5,Television,15.6,Basic+ Calls,299,4G,Airtel
nisha,58,8729395739,nisha_234,Freelancer,Tiruppur,2.06,2109.44,1.5,Television,61.8,Basic+ Calls,299,4G,Airtel
Venkat,22,9529679452,Venka_790,Student,Thiruvarur,4.12,4218.88,2.5,Laptop,123.6,Entertainment+ Data,499,5G,VI
Shivani,18,6757680344,Shiva527,Other Professionals,Thoothukudi,4.64,4751.36,2,Laptop,139.2,Unlimited+ OTT,399,4G,Jio
Kumara,36,9930141082,Kumar_975,Doctor,Pudukkottai,3.99,4085.76,2,Laptop,119.7,Unlimited+ OTT,399,4G,Jio
Harshith,61,8781348785,Harsh#841,Doctor,Thanjavur,1.52,1556.48,2,Television,45.6,Unlimited+ OTT,399,4G,Jio
Jerry,61,8594614243,Jerry_013,IT sector,Thiruvarur,0.47,481.28,2,Tablet,14.1,Unlimited+ OTT,399,5G,Jio
Tom,54,8974539398,TomII_348,Teacher,Salem,0.89,911.36,1,Tablet,26.7,Standard Plan,199,4G,BSNL
Lathika,48,7176979269,Lathi#970,Freelancer,Perambalur,1.16,1187.84,1.5,Laptop,34.8,Basic+ Calls,299,5G,Airtel
Sarani,22,9211287175,Saran_161,Freelancer,Chennai,1.32,1351.68,1,Smartphone,39.6,Standard Plan,199,5G,BSNL
Loga,62,6831135333,Loga878,Teacher,Kallakurichi,2.19,2242.56,2.5,Television,65.7,Entertainment+ Data,499,4G,VI
Dharani,58,7651967432,Dhara_099,IT sector,Tirunelveli,3.14,3215.36,1,Laptop,94.2,Standard Plan,199,5G,BSNL
Meena,55,7896564918,Meena#212,IT sector,Sivagangai,3.99,4085.76,1.5,Tablet,119.7,Basic+ Calls,299,5G,Airtel
Teja,52,8873478536,Tejaw289,IT sector,Chennai,4.55,4659.2,2,Laptop,136.5,Unlimited+ OTT,399,4G,Jio
Ani,69,7655749500,Anijj_242,Unemployed,Chennai,1.95,1996.8,1,Television,58.5,Standard Plan,199,4G,BSNL
Vatsan,48,7621326353,Vatsa_875,Doctor,Karur,3.08,3153.92,1.5,Smartphone,92.4,Basic+ Calls,299,5G,Airtel
Swee,70,8695128627,Swee_893,IT sector,Pudukkottai,1.27,1300.48,1.5,Television,38.1,Basic+ Calls,299,4G,Airtel
